(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 14, 15, 13, 1, 1, 0, 0, 122], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [35, 0, 15, 23, 15, 1, 1, 0, 0, 211], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [0, 0, 15, 23, 15, 1, 1, 0, 0, 217], 'reward': -1, 'action': 0, 'done': False})
(3, {'state': [590, 0, 16, 23, 16, 1, 2, 1, 0, 485], 'reward': -1, 'action': 3, 'done': False})
(2, {'state': [440, 0, 18, 23, 16, 1, 2, 1, 0, 486], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [340, 0, 18, 23, 16, 1, 2, 1, 0, 487], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [985, 0, 20, 23, 16, 1, 2, 2, 2, 734], 'reward': 10673, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 13, 15, 12, 1, 0, 0, 0, 45], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 14, 15, 13, 1, 0, 0, 0, 96], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 14, 15, 13, 1, 1, 0, 0, 122], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [35, 0, 15, 23, 15, 1, 1, 0, 0, 211], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [0, 0, 15, 23, 15, 1, 1, 0, 0, 217], 'reward': -1, 'action': 0, 'done': False})
(3, {'state': [595, 0, 16, 23, 16, 1, 2, 1, 0, 487], 'reward': -1, 'action': 3, 'done': False})
(3, {'state': [495, 0, 18, 23, 16, 1, 2, 1, 0, 488], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [1165, 0, 20, 23, 16, 1, 2, 1, 2, 736], 'reward': 10660, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 13, 15, 12, 1, 0, 0, 0, 45], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 14, 15, 13, 1, 0, 0, 0, 95], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 14, 15, 13, 1, 1, 0, 0, 122], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [40, 0, 15, 23, 15, 1, 1, 0, 0, 205], 'reward': -1, 'action': 2, 'done': False})
(2, {'state': [0, 0, 15, 23, 15, 1, 2, 1, 0, 253], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [5, 0, 15, 23, 15, 1, 2, 2, 0, 273], 'reward': -1, 'action': 0, 'done': False})
(3, {'state': [395, 0, 16, 23, 16, 1, 2, 2, 0, 479], 'reward': -1, 'action': 3, 'done': False})
(1, {'state': [300, 0, 18, 23, 16, 1, 2, 2, 0, 480], 'reward': -1, 'action': 1, 'done': False})
(3, {'state': [210, 0, 18, 23, 16, 1, 2, 2, 0, 481], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [585, 0, 20, 31, 16, 1, 2, 2, 2, 630], 'reward': 11363, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 13, 15, 12, 1, 0, 0, 0, 45], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 14, 15, 13, 1, 0, 0, 0, 96], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 14, 15, 13, 1, 1, 0, 0, 122], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [40, 0, 15, 23, 15, 1, 1, 0, 0, 209], 'reward': -1, 'action': 2, 'done': False})
(2, {'state': [5, 0, 15, 23, 15, 1, 2, 1, 0, 259], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [0, 0, 15, 23, 15, 1, 2, 1, 0, 276], 'reward': -1, 'action': 0, 'done': False})
(3, {'state': [440, 0, 16, 23, 16, 1, 2, 2, 0, 481], 'reward': -1, 'action': 3, 'done': False})
(3, {'state': [340, 0, 18, 23, 16, 1, 2, 2, 0, 482], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [785, 0, 20, 23, 16, 1, 2, 2, 2, 641], 'reward': 11289, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 13, 15, 12, 1, 0, 0, 0, 45], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 14, 15, 13, 1, 0, 0, 0, 95], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 14, 15, 13, 1, 1, 0, 0, 122], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [35, 0, 15, 23, 15, 1, 1, 0, 0, 205], 'reward': -1, 'action': 2, 'done': False})
(2, {'state': [0, 0, 15, 23, 15, 1, 2, 1, 0, 254], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [425, 0, 15, 23, 15, 1, 2, 2, 0, 477], 'reward': -1, 'action': 3, 'done': False})
(3, {'state': [330, 0, 17, 23, 15, 1, 2, 2, 0, 478], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [710, 0, 19, 23, 15, 1, 2, 2, 2, 628], 'reward': 11377, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 13, 15, 12, 1, 0, 0, 0, 45], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 14, 15, 13, 1, 0, 0, 0, 95], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 14, 15, 13, 1, 1, 0, 0, 122], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [30, 0, 15, 23, 15, 1, 1, 0, 0, 205], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [620, 0, 15, 23, 15, 1, 2, 1, 0, 482], 'reward': -1, 'action': 3, 'done': False})
(2, {'state': [475, 0, 17, 23, 15, 1, 2, 1, 0, 483], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [375, 0, 17, 23, 15, 1, 2, 1, 0, 484], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [1005, 0, 19, 23, 15, 1, 2, 2, 2, 731], 'reward': 10692, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 13, 15, 12, 1, 0, 0, 0, 45], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 14, 15, 13, 1, 0, 0, 0, 95], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 14, 15, 13, 1, 1, 0, 0, 122], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [50, 0, 15, 23, 15, 1, 1, 0, 0, 211], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [635, 0, 15, 23, 15, 1, 2, 1, 0, 488], 'reward': -1, 'action': 3, 'done': False})
(3, {'state': [540, 0, 17, 23, 15, 1, 2, 1, 0, 489], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [1155, 0, 19, 23, 15, 1, 2, 1, 2, 737], 'reward': 10653, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 13, 15, 12, 1, 0, 0, 0, 45], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 14, 15, 13, 1, 0, 0, 0, 95], 'reward': -1, 'action': 1, 'done': False})
(2, {'state': [95, 0, 14, 23, 14, 1, 1, 0, 0, 210], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [50, 0, 14, 23, 14, 1, 1, 0, 0, 211], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 15, 23, 14, 1, 1, 0, 0, 212], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [0, 0, 15, 23, 14, 1, 2, 1, 0, 278], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [445, 0, 16, 23, 16, 1, 2, 2, 0, 488], 'reward': -1, 'action': 3, 'done': False})
(1, {'state': [345, 0, 18, 23, 16, 1, 2, 2, 0, 489], 'reward': -1, 'action': 1, 'done': False})
(3, {'state': [250, 0, 18, 23, 16, 1, 2, 2, 0, 490], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [705, 0, 20, 31, 16, 1, 2, 2, 2, 662], 'reward': 11148, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 13, 15, 12, 1, 0, 0, 0, 45], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 14, 15, 13, 1, 0, 0, 0, 95], 'reward': -1, 'action': 1, 'done': False})
(2, {'state': [80, 0, 14, 23, 14, 1, 1, 0, 0, 205], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [30, 0, 14, 23, 14, 1, 1, 0, 0, 206], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 15, 23, 14, 1, 1, 0, 0, 213], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [0, 0, 16, 23, 15, 1, 2, 1, 0, 281], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [395, 0, 16, 23, 16, 1, 2, 2, 0, 479], 'reward': -1, 'action': 3, 'done': False})
(3, {'state': [295, 0, 18, 23, 16, 1, 2, 2, 0, 480], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [770, 0, 20, 23, 16, 1, 2, 2, 2, 658], 'reward': 11175, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 13, 15, 12, 1, 0, 0, 0, 45], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 14, 15, 13, 1, 0, 0, 0, 95], 'reward': -1, 'action': 1, 'done': False})
(2, {'state': [85, 0, 14, 23, 14, 1, 1, 0, 0, 205], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [35, 0, 14, 23, 14, 1, 1, 0, 0, 206], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 15, 23, 14, 1, 1, 0, 0, 212], 'reward': -1, 'action': 0, 'done': False})
(3, {'state': [520, 0, 16, 23, 16, 1, 2, 1, 0, 473], 'reward': -1, 'action': 3, 'done': False})
(2, {'state': [375, 0, 18, 23, 16, 1, 2, 1, 0, 474], 'reward': -1, 'action': 2, 'done': False})
(1, {'state': [280, 0, 18, 23, 16, 1, 2, 1, 0, 475], 'reward': -1, 'action': 1, 'done': False})
(3, {'state': [185, 0, 18, 23, 16, 1, 2, 1, 0, 476], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [825, 0, 20, 31, 16, 1, 2, 2, 2, 722], 'reward': 10751, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 13, 15, 12, 1, 0, 0, 0, 45], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 14, 15, 13, 1, 0, 0, 0, 95], 'reward': -1, 'action': 1, 'done': False})
(2, {'state': [85, 0, 14, 23, 14, 1, 1, 0, 0, 210], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [35, 0, 14, 23, 14, 1, 1, 0, 0, 211], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 15, 23, 14, 1, 1, 0, 0, 217], 'reward': -1, 'action': 0, 'done': False})
(3, {'state': [575, 0, 16, 23, 16, 1, 2, 1, 0, 484], 'reward': -1, 'action': 3, 'done': False})
(2, {'state': [425, 0, 18, 23, 16, 1, 2, 1, 0, 485], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [325, 0, 18, 23, 16, 1, 2, 1, 0, 486], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [975, 0, 20, 23, 16, 1, 2, 2, 2, 733], 'reward': 10679, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 13, 15, 12, 1, 0, 0, 0, 45], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 14, 15, 13, 1, 0, 0, 0, 96], 'reward': -1, 'action': 1, 'done': False})
(2, {'state': [85, 0, 14, 23, 14, 1, 1, 0, 0, 209], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [40, 0, 14, 23, 14, 1, 1, 0, 0, 210], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 15, 23, 14, 1, 1, 0, 0, 212], 'reward': -1, 'action': 0, 'done': False})
(3, {'state': [570, 0, 16, 23, 16, 1, 2, 1, 0, 486], 'reward': -1, 'action': 3, 'done': False})
(3, {'state': [470, 0, 18, 23, 16, 1, 2, 1, 0, 487], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [1135, 0, 20, 23, 16, 1, 2, 1, 2, 735], 'reward': 10666, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 13, 15, 12, 1, 0, 0, 0, 45], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 14, 15, 13, 1, 0, 0, 0, 96], 'reward': -1, 'action': 1, 'done': False})
(2, {'state': [85, 0, 14, 23, 14, 1, 1, 0, 0, 211], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [40, 0, 14, 23, 14, 1, 1, 0, 0, 212], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [0, 0, 15, 23, 14, 1, 2, 1, 0, 262], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [0, 0, 15, 23, 15, 1, 2, 2, 0, 286], 'reward': -1, 'action': 0, 'done': False})
(3, {'state': [425, 0, 16, 23, 16, 1, 2, 2, 0, 492], 'reward': -1, 'action': 3, 'done': False})
(1, {'state': [335, 0, 18, 23, 16, 1, 2, 2, 0, 493], 'reward': -1, 'action': 1, 'done': False})
(3, {'state': [240, 0, 18, 23, 16, 1, 2, 2, 0, 494], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [615, 0, 20, 31, 16, 1, 2, 2, 2, 642], 'reward': 11282, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 13, 15, 12, 1, 0, 0, 0, 45], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 14, 15, 13, 1, 0, 0, 0, 96], 'reward': -1, 'action': 1, 'done': False})
(2, {'state': [100, 0, 14, 23, 14, 1, 1, 0, 0, 212], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [55, 0, 14, 23, 14, 1, 1, 0, 0, 213], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [0, 0, 15, 23, 14, 1, 2, 1, 0, 254], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [0, 0, 15, 23, 14, 1, 2, 2, 0, 278], 'reward': -1, 'action': 0, 'done': False})
(3, {'state': [440, 0, 16, 23, 16, 1, 2, 2, 0, 490], 'reward': -1, 'action': 3, 'done': False})
(3, {'state': [345, 0, 18, 23, 16, 1, 2, 2, 0, 491], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [720, 0, 20, 23, 16, 1, 2, 2, 2, 630], 'reward': 11363, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 13, 15, 12, 1, 0, 0, 0, 45], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 14, 15, 13, 1, 0, 0, 0, 95], 'reward': -1, 'action': 1, 'done': False})
(2, {'state': [100, 0, 14, 23, 14, 1, 1, 0, 0, 211], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [50, 0, 14, 23, 14, 1, 1, 0, 0, 212], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [0, 0, 15, 23, 14, 1, 2, 1, 0, 254], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [455, 0, 15, 23, 15, 1, 2, 2, 0, 485], 'reward': -1, 'action': 3, 'done': False})
(3, {'state': [355, 0, 17, 23, 15, 1, 2, 2, 0, 486], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [745, 0, 19, 23, 15, 1, 2, 2, 2, 639], 'reward': 11303, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 13, 15, 12, 1, 0, 0, 0, 45], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 14, 15, 13, 1, 0, 0, 0, 96], 'reward': -1, 'action': 1, 'done': False})
(2, {'state': [85, 0, 14, 23, 14, 1, 1, 0, 0, 211], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [40, 0, 14, 23, 14, 1, 1, 0, 0, 212], 'reward': -1, 'action': 0, 'done': False})
(3, {'state': [605, 0, 15, 23, 15, 1, 2, 1, 0, 490], 'reward': -1, 'action': 3, 'done': False})
(2, {'state': [460, 0, 17, 23, 15, 1, 2, 1, 0, 491], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [360, 0, 17, 23, 15, 1, 2, 1, 0, 492], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [985, 0, 19, 23, 15, 1, 2, 2, 2, 739], 'reward': 10640, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 13, 15, 12, 1, 0, 0, 0, 45], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 14, 15, 13, 1, 0, 0, 0, 95], 'reward': -1, 'action': 1, 'done': False})
(2, {'state': [90, 0, 14, 23, 14, 1, 1, 0, 0, 205], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [40, 0, 14, 23, 14, 1, 1, 0, 0, 206], 'reward': -1, 'action': 0, 'done': False})
(3, {'state': [585, 0, 15, 23, 15, 1, 2, 1, 0, 473], 'reward': -1, 'action': 3, 'done': False})
(3, {'state': [490, 0, 17, 23, 15, 1, 2, 1, 0, 474], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [1125, 0, 19, 23, 15, 1, 2, 1, 2, 722], 'reward': 10751, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 13, 15, 12, 1, 0, 0, 0, 45], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 14, 15, 13, 1, 0, 0, 0, 95], 'reward': -1, 'action': 1, 'done': False})
(2, {'state': [95, 0, 14, 23, 14, 1, 1, 0, 0, 210], 'reward': -1, 'action': 2, 'done': False})
(2, {'state': [0, 0, 14, 23, 14, 1, 2, 1, 0, 229], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [0, 0, 14, 23, 14, 1, 2, 2, 0, 254], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 15, 23, 14, 1, 2, 2, 0, 278], 'reward': -1, 'action': 0, 'done': False})
(3, {'state': [420, 0, 16, 23, 16, 1, 2, 2, 0, 488], 'reward': -1, 'action': 3, 'done': False})
(1, {'state': [320, 0, 18, 23, 16, 1, 2, 2, 0, 489], 'reward': -1, 'action': 1, 'done': False})
(3, {'state': [220, 0, 18, 23, 16, 1, 2, 2, 0, 490], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [530, 0, 20, 31, 16, 1, 2, 2, 2, 609], 'reward': 11505, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 13, 15, 12, 1, 0, 0, 0, 45], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 14, 15, 13, 1, 0, 0, 0, 95], 'reward': -1, 'action': 1, 'done': False})
(2, {'state': [85, 0, 14, 23, 14, 1, 1, 0, 0, 211], 'reward': -1, 'action': 2, 'done': False})
(2, {'state': [0, 0, 14, 23, 14, 1, 2, 1, 0, 241], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [0, 0, 14, 23, 14, 1, 2, 1, 0, 262], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 15, 23, 14, 1, 2, 2, 0, 283], 'reward': -1, 'action': 0, 'done': False})
(3, {'state': [400, 0, 16, 23, 16, 1, 2, 2, 0, 486], 'reward': -1, 'action': 3, 'done': False})
(3, {'state': [300, 0, 18, 23, 16, 1, 2, 2, 0, 487], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [665, 0, 20, 23, 16, 1, 2, 2, 2, 627], 'reward': 11383, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 13, 15, 12, 1, 0, 0, 0, 45], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 14, 15, 13, 1, 0, 0, 0, 96], 'reward': -1, 'action': 1, 'done': False})
(2, {'state': [85, 0, 14, 23, 14, 1, 1, 0, 0, 209], 'reward': -1, 'action': 2, 'done': False})
(2, {'state': [0, 0, 14, 23, 14, 1, 2, 1, 0, 240], 'reward': -1, 'action': 2, 'done': False})
(0, {'state': [0, 0, 14, 23, 14, 1, 2, 2, 0, 259], 'reward': -1, 'action': 0, 'done': False})
(3, {'state': [445, 0, 15, 23, 15, 1, 2, 2, 0, 489], 'reward': -1, 'action': 3, 'done': False})
(3, {'state': [345, 0, 17, 23, 15, 1, 2, 2, 0, 490], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [660, 0, 19, 23, 15, 1, 2, 2, 2, 611], 'reward': 11492, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 13, 15, 12, 1, 0, 0, 0, 45], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 14, 15, 13, 1, 0, 0, 0, 96], 'reward': -1, 'action': 1, 'done': False})
(2, {'state': [95, 0, 14, 23, 14, 1, 1, 0, 0, 212], 'reward': -1, 'action': 2, 'done': False})
(2, {'state': [0, 0, 14, 23, 14, 1, 2, 1, 0, 233], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [510, 0, 14, 23, 14, 1, 2, 2, 0, 491], 'reward': -1, 'action': 3, 'done': False})
(3, {'state': [415, 0, 16, 23, 14, 1, 2, 2, 0, 492], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [675, 0, 18, 23, 14, 1, 2, 2, 2, 602], 'reward': 11553, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 13, 15, 12, 1, 0, 0, 0, 45], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 14, 15, 13, 1, 0, 0, 0, 95], 'reward': -1, 'action': 1, 'done': False})
(2, {'state': [85, 0, 14, 23, 14, 1, 1, 0, 0, 210], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [630, 0, 14, 23, 14, 1, 2, 1, 0, 484], 'reward': -1, 'action': 3, 'done': False})
(2, {'state': [480, 0, 16, 23, 14, 1, 2, 1, 0, 485], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [380, 0, 16, 23, 14, 1, 2, 1, 0, 486], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [935, 0, 18, 23, 14, 1, 2, 2, 2, 733], 'reward': 10679, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 13, 15, 12, 1, 0, 0, 0, 45], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 14, 15, 13, 1, 0, 0, 0, 95], 'reward': -1, 'action': 1, 'done': False})
(2, {'state': [100, 0, 14, 23, 14, 1, 1, 0, 0, 211], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [650, 0, 14, 23, 14, 1, 2, 1, 0, 485], 'reward': -1, 'action': 3, 'done': False})
(3, {'state': [550, 0, 16, 23, 14, 1, 2, 1, 0, 486], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [1145, 0, 18, 23, 14, 1, 2, 1, 2, 734], 'reward': 10673, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [0, 0, 13, 15, 13, 1, 0, 0, 0, 72], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 13, 15, 13, 1, 1, 0, 0, 96], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 14, 15, 13, 1, 1, 0, 0, 122], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 14, 15, 13, 1, 1, 0, 0, 144], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [0, 0, 15, 23, 14, 1, 1, 0, 0, 213], 'reward': -1, 'action': 2, 'done': False})
(2, {'state': [0, 0, 16, 23, 15, 1, 2, 1, 0, 278], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [425, 0, 16, 23, 16, 1, 2, 2, 0, 485], 'reward': -1, 'action': 3, 'done': False})
(1, {'state': [325, 0, 18, 23, 16, 1, 2, 2, 0, 486], 'reward': -1, 'action': 1, 'done': False})
(3, {'state': [225, 0, 18, 23, 16, 1, 2, 2, 0, 487], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [690, 0, 20, 31, 16, 1, 2, 2, 2, 662], 'reward': 11148, 'action': None, 'done': True})

(0, {'state': [0, 0, 12, 15, 12, 1, 0, 0, 0, 0], 'reward': -1, 'action': 0, 'done': False})
(1, {'state': [5, 0, 13, 15, 13, 1, 0, 0, 0, 74], 'reward': -1, 'action': 1, 'done': False})
(0, {'state': [0, 0, 13, 15, 13, 1, 1, 0, 0, 95], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 14, 15, 13, 1, 1, 0, 0, 122], 'reward': -1, 'action': 0, 'done': False})
(0, {'state': [0, 0, 14, 15, 13, 1, 1, 0, 0, 144], 'reward': -1, 'action': 0, 'done': False})
(2, {'state': [5, 0, 15, 23, 14, 1, 1, 0, 0, 212], 'reward': -1, 'action': 2, 'done': False})
(2, {'state': [0, 0, 16, 23, 15, 1, 2, 1, 0, 278], 'reward': -1, 'action': 2, 'done': False})
(3, {'state': [450, 0, 16, 23, 16, 1, 2, 2, 0, 485], 'reward': -1, 'action': 3, 'done': False})
(3, {'state': [350, 0, 18, 23, 16, 1, 2, 2, 0, 486], 'reward': -1, 'action': 3, 'done': False})
(9, {'state': [805, 0, 20, 23, 16, 1, 2, 2, 2, 656], 'reward': 11189, 'action': None, 'done': True})

